@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Driving", "Walking" , "Sitting" , "Standing", "Still" }

@data
0.21,0.19,0.21,0.20,0.22,0.19,0.20,0.26,0.18,0.20,0.18,0.17,0.23,0.23,0.22,0,9.89,0.64,2.46,3.28,2.46,10.66,Walking
0.21,0.16,0.25,0.22,0.18,0.19,0.17,0.27,0.21,0.19,0.16,0.20,0.19,0.26,0.21,0,9.87,0.64,2.4,3.21,2.4,10.56,Walking
0.18,0.20,0.20,0.20,0.24,0.18,0.22,0.19,0.23,0.21,0.19,0.16,0.23,0.25,0.20,0,9.91,0.63,2.45,3.36,2.45,10.65,Walking
0.22,0.18,0.20,0.23,0.20,0.20,0.22,0.21,0.19,0.20,0.19,0.15,0.22,0.22,0.25,0,9.82,0.76,2.4,3.41,2.4,10.59,Walking
0.21,0.18,0.17,0.26,0.21,0.21,0.20,0.23,0.18,0.19,0.16,0.19,0.22,0.22,0.22,0,9.81,0.66,2.45,3.38,2.45,10.53,Walking
0.21,0.21,0.17,0.28,0.14,0.22,0.17,0.20,0.23,0.21,0.17,0.17,0.18,0.26,0.23,0,9.84,0.78,2.7,3.59,2.7,10.74,Walking
0.18,0.20,0.19,0.21,0.24,0.21,0.21,0.17,0.20,0.22,0.17,0.16,0.27,0.20,0.23,0,9.84,0.69,2.52,3.5,2.52,10.6,Walking
0.20,0.20,0.22,0.18,0.22,0.17,0.22,0.25,0.18,0.20,0.15,0.21,0.22,0.23,0.21,0,9.87,0.66,2.57,3.34,2.57,10.66,Walking
0.17,0.17,0.30,0.20,0.19,0.17,0.23,0.21,0.21,0.21,0.18,0.18,0.23,0.22,0.22,0,9.86,0.6,2.31,3.26,2.31,10.61,Walking
0.17,0.16,0.25,0.26,0.18,0.14,0.24,0.29,0.21,0.15,0.17,0.13,0.25,0.24,0.23,0,9.88,0.69,2.18,2.86,2.18,10.52,Walking
0.10,0.13,0.10,0.17,0.15,0.09,0.17,0.22,0.09,0.07,0.12,0.09,0.08,0.17,0.19,0,5.98,0.63,2.32,4.31,2.32,6.55,Walking
0.17,0.16,0.21,0.18,0.31,0.25,0.19,0.12,0.18,0.22,0.35,0.16,0.12,0.16,0.24,0,8.58,0.36,5.94,8.59,5.94,13.48,Walking
0.15,0.15,0.20,0.26,0.27,0.23,0.17,0.18,0.21,0.18,0.33,0.19,0.09,0.13,0.28,0,8.47,0.71,5.29,7.99,5.29,12.75,Walking
0.12,0.14,0.23,0.24,0.29,0.24,0.18,0.15,0.21,0.20,0.25,0.25,0.16,0.17,0.21,0,8.5,0.73,5.36,7.74,5.36,12.48,Walking
0.17,0.13,0.18,0.25,0.31,0.20,0.18,0.15,0.23,0.23,0.28,0.19,0.14,0.17,0.24,0,8.94,1.03,5.57,7.88,5.57,13.09,Walking
0.14,0.16,0.24,0.20,0.29,0.21,0.17,0.19,0.20,0.23,0.28,0.22,0.14,0.18,0.21,0,8.78,0.73,5.28,7.9,5.28,12.83,Walking
0.18,0.17,0.19,0.21,0.29,0.24,0.18,0.14,0.21,0.23,0.25,0.24,0.11,0.15,0.26,0,8.45,0.99,5.65,8.11,5.65,12.83,Walking
0.16,0.16,0.22,0.18,0.28,0.22,0.18,0.19,0.22,0.20,0.24,0.23,0.11,0.19,0.25,0,8.58,1.2,5.9,7.69,5.9,12.74,Walking
0.16,0.16,0.19,0.21,0.31,0.25,0.12,0.20,0.19,0.24,0.24,0.25,0.15,0.16,0.24,0,8.57,0.95,5.79,8.04,5.79,12.97,Walking
0.18,0.18,0.20,0.16,0.30,0.24,0.18,0.15,0.21,0.21,0.26,0.21,0.13,0.16,0.27,0,8.23,1.05,6.09,8.15,6.09,13.08,Walking
0.20,0.17,0.25,0.13,0.28,0.26,0.16,0.17,0.19,0.25,0.21,0.20,0.18,0.24,0.20,0,8.19,1.25,6.02,8.06,6.02,12.59,Walking
0.23,0.19,0.16,0.20,0.25,0.26,0.16,0.18,0.18,0.21,0.25,0.17,0.19,0.20,0.21,0,7.93,1.02,5.99,7.93,5.99,12.38,Walking
0.25,0.18,0.21,0.23,0.16,0.23,0.19,0.22,0.19,0.17,0.20,0.18,0.20,0.26,0.20,0,8.22,1.28,5.79,7.3,5.79,12.09,Walking
0.23,0.23,0.19,0.16,0.23,0.25,0.18,0.17,0.22,0.20,0.17,0.22,0.21,0.23,0.19,0,8.21,1.39,5.97,7.65,5.97,12.26,Walking
0.21,0.24,0.22,0.16,0.20,0.25,0.13,0.21,0.23,0.21,0.17,0.22,0.20,0.22,0.21,0,8.38,1.45,5.92,7.44,5.92,12.35,Walking
0.23,0.25,0.17,0.17,0.21,0.23,0.18,0.20,0.20,0.19,0.21,0.21,0.14,0.25,0.20,0,8.15,1.38,6.16,7.79,6.16,12.79,Walking
0.30,0.15,0.17,0.16,0.25,0.24,0.14,0.19,0.23,0.20,0.26,0.19,0.14,0.19,0.25,0,8.13,1.24,6.49,7.94,6.49,12.98,Walking
0.26,0.22,0.16,0.19,0.19,0.21,0.17,0.23,0.21,0.17,0.23,0.16,0.17,0.24,0.23,0,8.37,1.33,6.25,7.56,6.25,12.7,Walking
0.25,0.20,0.16,0.15,0.25,0.25,0.20,0.18,0.19,0.19,0.20,0.20,0.17,0.27,0.18,0,7.87,1.27,6.28,7.6,6.28,12.2,Walking
0.22,0.20,0.20,0.17,0.23,0.23,0.21,0.23,0.13,0.21,0.18,0.18,0.21,0.28,0.17,0,7.98,1.29,5.8,7.27,5.8,11.69,Walking
0.17,0.21,0.26,0.22,0.16,0.16,0.25,0.24,0.21,0.16,0.14,0.24,0.26,0.25,0.13,0,8.73,1.03,4.93,5.88,4.93,11.07,Walking
0.09,0.27,0.26,0.31,0.10,0.08,0.29,0.26,0.27,0.12,0.09,0.22,0.37,0.20,0.14,0,9.27,1.26,4.32,4.73,4.32,10.94,Walking
0.26,0.19,0.16,0.21,0.20,0.26,0.13,0.18,0.25,0.19,0.24,0.22,0.16,0.15,0.26,0,8.29,1.23,6.1,7.98,6.1,12.87,Walking
0.24,0.25,0.13,0.21,0.19,0.22,0.15,0.23,0.21,0.21,0.21,0.25,0.12,0.25,0.20,0,8.38,1.23,6.23,7.63,6.23,12.68,Walking
0.23,0.26,0.16,0.18,0.20,0.23,0.19,0.18,0.20,0.21,0.19,0.22,0.18,0.20,0.22,0,8.22,1.25,6.04,7.62,6.04,12.38,Walking
0.26,0.18,0.22,0.14,0.24,0.23,0.21,0.15,0.19,0.21,0.17,0.25,0.14,0.27,0.20,0,8.22,1.29,5.94,7.94,5.94,12.38,Walking
0.20,0.21,0.22,0.20,0.20,0.23,0.22,0.19,0.13,0.22,0.22,0.15,0.21,0.28,0.17,0,8.37,1.35,5.64,7.58,5.64,11.91,Walking
0.21,0.26,0.16,0.18,0.21,0.23,0.19,0.17,0.21,0.19,0.20,0.17,0.21,0.23,0.22,0,8.21,1.34,5.91,7.9,5.91,12.54,Walking
0.23,0.22,0.18,0.17,0.22,0.25,0.21,0.16,0.19,0.18,0.17,0.22,0.18,0.30,0.18,0,8.27,1.37,5.81,7.64,5.81,12.16,Walking
0.19,0.18,0.21,0.26,0.20,0.20,0.22,0.19,0.17,0.21,0.29,0.18,0.14,0.21,0.21,0,8.83,0.72,5.48,7.46,5.48,12.52,Walking
0.18,0.20,0.18,0.19,0.27,0.24,0.20,0.16,0.14,0.24,0.27,0.21,0.13,0.18,0.23,0,8.38,0.66,5.72,8.33,5.72,13.02,Walking
0.17,0.20,0.23,0.23,0.19,0.24,0.20,0.18,0.20,0.20,0.25,0.20,0.16,0.20,0.22,0,8.22,0.92,5.44,7.87,5.44,12.41,Walking
0.19,0.27,0.19,0.16,0.20,0.23,0.16,0.21,0.18,0.24,0.18,0.24,0.15,0.23,0.21,0,8.74,1.12,5.79,7.31,5.79,12.27,Walking
0.22,0.20,0.19,0.18,0.23,0.21,0.19,0.24,0.10,0.26,0.24,0.19,0.16,0.29,0.15,0,8.59,0.96,5.7,7.43,5.7,12.2,Walking
0.23,0.26,0.16,0.19,0.19,0.20,0.20,0.20,0.19,0.21,0.21,0.19,0.25,0.18,0.20,0,8.56,1.02,5.87,7.03,5.87,12.01,Walking
0.08,0.25,0.37,0.28,0.04,0.02,0.32,0.30,0.30,0.07,0.08,0.23,0.45,0.13,0.13,0,9.38,1.01,4.1,4.04,4.1,10.78,Walking
0.08,0.21,0.39,0.32,0.03,0.01,0.34,0.27,0.30,0.10,0.08,0.22,0.46,0.13,0.13,0,9.4,1.15,3.84,4,3.84,10.68,Walking
0.19,0.23,0.22,0.21,0.17,0.15,0.27,0.22,0.23,0.11,0.15,0.20,0.33,0.20,0.15,0,8.53,1.01,5.54,6.34,5.54,11.46,Walking
0.29,0.17,0.15,0.16,0.25,0.25,0.18,0.19,0.18,0.20,0.25,0.20,0.18,0.15,0.24,0,7.9,1,6.45,8.18,6.45,12.8,Walking
0.27,0.20,0.16,0.20,0.19,0.23,0.21,0.18,0.14,0.24,0.18,0.19,0.24,0.21,0.20,0,8.42,1.24,6.19,7.84,6.19,12.72,Walking
0.26,0.20,0.16,0.20,0.21,0.21,0.19,0.18,0.16,0.25,0.21,0.23,0.18,0.20,0.22,0,8.73,1.16,6.1,7.81,6.1,12.95,Walking
0.27,0.18,0.17,0.21,0.21,0.26,0.20,0.14,0.24,0.16,0.22,0.25,0.13,0.22,0.20,0,7.67,1.02,6.27,7.84,6.27,12.24,Walking
0.29,0.17,0.12,0.17,0.28,0.25,0.18,0.18,0.19,0.21,0.23,0.19,0.18,0.20,0.23,0,7.97,1.15,6.59,7.89,6.59,12.68,Walking
0.23,0.21,0.18,0.24,0.18,0.20,0.20,0.26,0.22,0.13,0.21,0.21,0.19,0.21,0.20,0,8.3,1.03,5.91,6.79,5.91,11.88,Walking
0.08,0.28,0.33,0.29,0.06,0.02,0.35,0.28,0.32,0.06,0.09,0.19,0.44,0.16,0.14,0,9.18,1.44,3.99,3.9,3.99,10.66,Walking
0.07,0.27,0.38,0.28,0.03,0.00,0.34,0.30,0.35,0.02,0.10,0.18,0.43,0.18,0.13,0,9.25,1.27,3.91,3.57,3.91,10.58,Walking
0.24,0.18,0.21,0.21,0.19,0.21,0.22,0.22,0.17,0.19,0.14,0.21,0.23,0.22,0.21,0,8.11,1.51,5.77,6.89,5.77,11.68,Walking
0.26,0.21,0.12,0.17,0.26,0.27,0.17,0.18,0.16,0.23,0.24,0.22,0.14,0.22,0.20,0,7.97,1.03,6.28,8.07,6.28,12.65,Walking
0.31,0.16,0.15,0.20,0.21,0.21,0.17,0.24,0.16,0.20,0.22,0.19,0.17,0.21,0.23,0,8.26,1.34,6.31,7.95,6.31,13,Walking
0.26,0.22,0.15,0.17,0.23,0.23,0.23,0.18,0.17,0.19,0.21,0.22,0.16,0.21,0.23,0,7.93,1.39,6.25,7.55,6.25,12.47,Walking
0.30,0.14,0.19,0.13,0.26,0.24,0.15,0.20,0.25,0.15,0.24,0.21,0.13,0.17,0.27,0,7.94,1.58,6.53,7.82,6.53,12.98,Walking
0.27,0.22,0.14,0.18,0.21,0.24,0.20,0.17,0.20,0.18,0.22,0.21,0.14,0.22,0.24,0,7.98,1.42,6.26,7.84,6.26,12.6,Walking
0.20,0.21,0.21,0.22,0.18,0.15,0.25,0.24,0.23,0.14,0.12,0.20,0.31,0.19,0.20,0,8.57,1.51,5.48,6.16,5.48,11.66,Walking
0.06,0.26,0.38,0.29,0.02,0.01,0.31,0.37,0.32,0.01,0.08,0.15,0.50,0.16,0.13,0,9.22,1.38,3.89,3.19,3.89,10.53,Walking
0.05,0.22,0.44,0.28,0.02,0.01,0.29,0.41,0.29,0.02,0.07,0.15,0.47,0.21,0.13,0,9.24,1.41,3.82,3.17,3.82,10.51,Walking
0.27,0.23,0.13,0.19,0.21,0.22,0.17,0.22,0.16,0.24,0.22,0.21,0.16,0.23,0.21,0,8.49,1.37,6.22,7.6,6.22,12.7,Walking
0.25,0.22,0.16,0.20,0.20,0.28,0.18,0.18,0.14,0.18,0.26,0.16,0.18,0.22,0.21,0,7.91,0.92,5.99,8.23,5.99,12.32,Walking
0.24,0.20,0.17,0.21,0.20,0.23,0.21,0.18,0.15,0.22,0.19,0.17,0.18,0.24,0.24,0,8.34,1.77,6.13,7.75,6.13,12.59,Walking
0.24,0.18,0.18,0.18,0.24,0.23,0.23,0.15,0.19,0.20,0.18,0.22,0.21,0.18,0.23,0,8.27,1.4,6.08,7.82,6.08,12.46,Walking
0.11,0.11,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.10,0.11,0.11,0.14,0.10,0.12,0,4.63,0.63,5.46,8.35,5.46,6.77,Walking
0.25,0.12,0.18,0.18,0.14,0.22,0.18,0.08,0.21,0.11,0.32,0.16,0.18,0.22,0.08,0,9.53,1.52,2.3,3.16,2.3,10.25,Walking
0.27,0.18,0.15,0.16,0.13,0.26,0.21,0.14,0.18,0.11,0.15,0.19,0.24,0.24,0.08,0,9.03,2.3,2.21,2.58,2.21,9.94,Walking
0.22,0.20,0.18,0.22,0.11,0.25,0.17,0.12,0.25,0.12,0.14,0.26,0.24,0.21,0.09,0,9.26,2.09,1.94,2.25,1.94,9.95,Walking
0.21,0.24,0.16,0.17,0.10,0.20,0.22,0.20,0.22,0.09,0.22,0.19,0.20,0.19,0.10,0,9.23,2.11,1.87,2.04,1.87,9.96,Walking
0.17,0.25,0.30,0.17,0.06,0.18,0.20,0.27,0.21,0.07,0.16,0.24,0.23,0.19,0.11,0,9.27,1.98,1.72,1.9,1.72,9.88,Walking
0.17,0.24,0.21,0.23,0.10,0.18,0.23,0.26,0.22,0.08,0.16,0.18,0.21,0.21,0.15,0,9.11,2.4,1.64,1.82,1.64,9.86,Walking
0.11,0.22,0.20,0.32,0.09,0.12,0.21,0.33,0.22,0.11,0.24,0.22,0.18,0.18,0.09,0,9.36,1.87,1.57,1.71,1.57,9.98,Walking
0.15,0.19,0.22,0.22,0.24,0.20,0.19,0.22,0.23,0.19,0.26,0.15,0.19,0.23,0.20,0,9.5,1.2,1.82,3.14,1.82,10.02,Walking
0.18,0.17,0.24,0.20,0.22,0.18,0.23,0.21,0.19,0.21,0.16,0.23,0.22,0.19,0.24,0,9.63,1.74,1.93,3.2,1.93,10.1,Walking
0.22,0.22,0.23,0.19,0.17,0.20,0.19,0.18,0.23,0.21,0.23,0.27,0.17,0.20,0.15,0,9.76,1.3,2.11,3.22,2.11,10.2,Walking
0.24,0.21,0.16,0.22,0.18,0.19,0.22,0.19,0.24,0.18,0.17,0.19,0.26,0.20,0.22,0,9.51,1.71,2.09,3.11,2.09,9.99,Walking
0.23,0.23,0.17,0.19,0.21,0.22,0.18,0.19,0.19,0.23,0.16,0.19,0.21,0.20,0.25,0,9.79,1.81,2.21,3.84,2.21,10.38,Walking
0.00,0.00,0.01,0.01,0.00,0.01,0.02,0.01,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0,0.15,-0.02,1.03,7.6,1.03,0.15,Walking
0.27,0.13,0.16,0.22,0.23,0.27,0.21,0.13,0.10,0.31,0.23,0.14,0.26,0.20,0.18,0,9.15,2.05,2.56,2.79,2.56,10.03,Walking
0.18,0.24,0.20,0.20,0.21,0.23,0.20,0.15,0.19,0.24,0.14,0.19,0.28,0.21,0.18,0,9.13,2.33,2.27,2.45,2.27,9.99,Walking
0.21,0.20,0.19,0.18,0.23,0.22,0.19,0.20,0.21,0.22,0.20,0.21,0.19,0.24,0.20,0,9.07,2.25,2.23,2.23,2.23,9.92,Walking
0.17,0.19,0.17,0.26,0.24,0.17,0.20,0.25,0.22,0.19,0.23,0.22,0.16,0.20,0.21,0,9.17,2.13,2.06,1.95,2.06,9.91,Walking
0.16,0.16,0.22,0.26,0.22,0.15,0.21,0.29,0.22,0.15,0.20,0.25,0.17,0.15,0.25,0,9.17,2.24,1.99,1.86,1.99,9.95,Walking
0.18,0.20,0.23,0.23,0.18,0.14,0.24,0.21,0.27,0.16,0.17,0.22,0.20,0.22,0.20,0,9.23,2.15,2.12,1.7,2.12,9.94,Walking
0.20,0.23,0.15,0.14,0.14,0.18,0.13,0.21,0.18,0.15,0.12,0.22,0.15,0.18,0.17,0,7.54,1.89,2.53,2.56,2.53,8.34,Walking
0.19,0.17,0.18,0.23,0.25,0.18,0.20,0.25,0.20,0.17,0.15,0.26,0.16,0.20,0.26,0,9.57,2,1.96,3.09,1.96,10.12,Walking
0.16,0.20,0.27,0.21,0.17,0.21,0.18,0.24,0.24,0.16,0.18,0.18,0.23,0.23,0.19,0,9.54,1.84,1.84,2.77,1.84,10.06,Walking
0.19,0.21,0.20,0.20,0.22,0.17,0.20,0.21,0.20,0.23,0.30,0.21,0.18,0.16,0.17,0,9.8,1.43,1.88,2.73,1.88,10.24,Walking
0.22,0.22,0.18,0.18,0.21,0.19,0.24,0.18,0.20,0.20,0.19,0.18,0.25,0.23,0.18,0,9.56,1.77,2.1,2.93,2.1,10.1,Walking
0.23,0.22,0.17,0.23,0.18,0.23,0.21,0.15,0.19,0.24,0.19,0.19,0.20,0.21,0.23,0,9.54,1.99,2.07,3.48,2.07,10.13,Walking
0.03,0.05,0.04,0.04,0.04,0.06,0.02,0.02,0.03,0.06,0.04,0.04,0.04,0.02,0.04,0,1.81,0.31,2.13,8.82,2.13,1.99,Walking
0.29,0.15,0.15,0.18,0.26,0.27,0.19,0.11,0.15,0.28,0.21,0.15,0.22,0.24,0.20,0,9.1,2.51,2.24,2.93,2.24,10.02,Walking
0.24,0.19,0.21,0.17,0.21,0.22,0.18,0.17,0.15,0.31,0.26,0.16,0.24,0.18,0.17,0,9.24,2.28,2.03,2.19,2.03,10.03,Walking
0.19,0.21,0.22,0.18,0.20,0.23,0.26,0.19,0.15,0.19,0.13,0.17,0.24,0.18,0.30,0,8.89,3.05,1.89,2.16,1.89,9.94,Walking
0.15,0.20,0.24,0.23,0.20,0.16,0.19,0.24,0.29,0.15,0.21,0.23,0.18,0.22,0.18,0,9.18,2.4,1.7,1.82,1.7,9.9,Walking
0.16,0.25,0.20,0.22,0.20,0.17,0.18,0.23,0.29,0.16,0.24,0.21,0.19,0.22,0.17,0,9.29,2.31,1.86,1.95,1.86,9.98,Walking
0.14,0.22,0.21,0.23,0.17,0.17,0.20,0.24,0.19,0.14,0.13,0.26,0.17,0.17,0.22,0,8.4,2.5,1.72,1.94,1.72,9.18,Walking
0.18,0.22,0.20,0.21,0.20,0.17,0.21,0.23,0.21,0.19,0.18,0.22,0.20,0.23,0.19,0,9.63,1.77,1.76,2.81,1.76,10.08,Walking
0.18,0.18,0.27,0.17,0.23,0.17,0.23,0.20,0.21,0.19,0.18,0.17,0.20,0.24,0.22,0,9.67,2,1.85,2.92,1.85,10.18,Walking
0.22,0.19,0.20,0.20,0.20,0.17,0.24,0.20,0.21,0.20,0.19,0.22,0.21,0.20,0.21,0,9.7,1.85,1.97,2.86,1.97,10.2,Walking
0.24,0.19,0.19,0.16,0.24,0.24,0.17,0.18,0.20,0.23,0.25,0.21,0.20,0.17,0.20,0,9.68,1.67,1.92,3.15,1.92,10.17,Walking
0.18,0.18,0.18,0.21,0.17,0.23,0.14,0.17,0.15,0.20,0.19,0.18,0.16,0.18,0.18,0,8.52,1.46,1.99,3.46,1.99,9.06,Walking
0.28,0.14,0.14,0.15,0.28,0.30,0.18,0.08,0.11,0.35,0.23,0.19,0.27,0.15,0.18,0,8.8,2.71,2.36,3.51,2.36,9.98,Walking
0.23,0.23,0.15,0.19,0.22,0.22,0.20,0.14,0.19,0.27,0.18,0.17,0.24,0.27,0.16,0,8.93,3.05,2.12,2.44,2.12,10.03,Walking
0.23,0.20,0.22,0.20,0.16,0.14,0.22,0.24,0.24,0.18,0.21,0.24,0.19,0.19,0.19,0,9.14,2.69,1.99,1.81,1.99,10.01,Walking
0.16,0.15,0.24,0.22,0.25,0.20,0.24,0.19,0.22,0.18,0.19,0.18,0.20,0.21,0.24,0,8.81,3.11,1.81,1.98,1.81,9.86,Walking
0.14,0.22,0.28,0.25,0.14,0.16,0.21,0.26,0.25,0.14,0.25,0.25,0.13,0.17,0.22,0,8.97,2.74,1.75,1.68,1.75,9.84,Walking
0.17,0.25,0.21,0.20,0.21,0.21,0.20,0.20,0.25,0.16,0.18,0.20,0.20,0.20,0.24,0,8.84,3.04,1.81,1.83,1.81,9.84,Walking
0.17,0.17,0.25,0.21,0.14,0.16,0.18,0.22,0.22,0.16,0.16,0.20,0.19,0.21,0.19,0,8.2,2.78,1.81,2.12,1.81,9.1,Walking
0.17,0.18,0.23,0.23,0.21,0.19,0.22,0.19,0.20,0.21,0.17,0.25,0.19,0.24,0.18,0,9.49,1.95,2.04,2.92,2.04,10.04,Walking
0.22,0.20,0.18,0.21,0.22,0.20,0.24,0.16,0.20,0.21,0.18,0.19,0.23,0.19,0.25,0,9.53,2,2.23,2.99,2.23,10.14,Walking
0.21,0.19,0.25,0.22,0.15,0.20,0.21,0.22,0.19,0.20,0.24,0.16,0.17,0.24,0.21,0,9.52,1.82,2.1,2.9,2.1,10.12,Walking
0.20,0.20,0.19,0.21,0.20,0.17,0.21,0.23,0.24,0.16,0.22,0.23,0.19,0.21,0.16,0,9.58,1.78,2.13,2.97,2.13,10.19,Walking
0.19,0.22,0.16,0.18,0.27,0.24,0.16,0.19,0.19,0.23,0.21,0.20,0.20,0.16,0.25,0,9.5,1.93,2.13,3.4,2.13,10.12,Walking
0.10,0.09,0.06,0.04,0.07,0.07,0.06,0.05,0.09,0.08,0.08,0.05,0.09,0.05,0.07,0,3.28,0.57,2.43,7.35,2.43,3.5,Walking
0.97,0.04,0.00,0.00,0.00,0.02,0.09,0.00,0.24,0.66,0.99,0.02,0.00,0.00,0.00,0,-2.21,7.74,5.16,0.2,5.16,9.56,Sitting
0.68,0.32,0.00,0.00,0.00,0.07,0.37,0.00,0.43,0.14,0.36,0.65,0.00,0.00,0.00,0,-2.27,7.87,4.99,0.05,4.99,9.6,Sitting
0.16,0.85,0.00,0.00,0.00,0.01,0.23,0.00,0.53,0.24,0.28,0.72,0.00,0.00,0.00,0,-2.26,7.88,4.92,0.04,4.92,9.56,Sitting
0.10,0.91,0.00,0.00,0.00,0.05,0.21,0.00,0.54,0.22,0.21,0.79,0.02,0.00,0.00,0,-2.26,7.91,4.9,0.04,4.9,9.57,Sitting
0.03,0.95,0.04,0.00,0.00,0.02,0.26,0.00,0.48,0.26,0.01,0.96,0.05,0.00,0.00,0,-2.25,7.96,4.86,0.06,4.86,9.59,Sitting
0.00,0.03,0.72,0.22,0.04,0.03,0.11,0.00,0.26,0.61,0.00,0.03,0.41,0.37,0.17,0,-2.23,8.22,4.43,0.06,4.43,9.6,Sitting
0.00,0.00,0.70,0.31,0.00,0.05,0.38,0.00,0.52,0.05,0.00,0.00,0.29,0.40,0.30,0,-2.28,8.24,4.41,0.03,4.41,9.62,Sitting
0.00,0.00,0.32,0.57,0.12,0.10,0.32,0.00,0.48,0.10,0.00,0.00,0.25,0.39,0.29,0,-2.28,8.24,4.37,0.04,4.37,9.6,Sitting
0.00,0.00,0.09,0.38,0.55,0.01,0.22,0.00,0.62,0.16,0.00,0.00,0.39,0.42,0.17,0,-2.26,8.23,4.31,0.03,4.31,9.56,Sitting
0.00,0.00,0.05,0.17,0.78,0.00,0.17,0.00,0.59,0.25,0.00,0.00,0.27,0.44,0.24,0,-2.26,8.24,4.29,0.03,4.29,9.56,Sitting
0.00,0.00,0.00,0.26,0.75,0.00,0.08,0.00,0.49,0.44,0.00,0.00,0.00,0.10,0.32,0,-2.24,8.3,4.29,0.03,4.29,9.61,Sitting
0.00,0.00,0.10,0.40,0.51,0.00,0.06,0.00,0.31,0.64,0.00,0.00,0.00,0.01,0.15,0,-2.23,8.34,4.31,0.03,4.31,9.65,Sitting
0.00,0.00,0.01,0.07,0.43,0.02,0.00,0.00,0.10,0.39,0.01,0.00,0.01,0.02,0.08,0,-1.12,4.16,4.26,1.12,4.26,4.8,Sitting
0.01,0.01,0.01,0.08,0.89,0.18,0.16,0.16,0.14,0.37,0.09,0.19,0.30,0.23,0.22,0,9.46,2.62,0.54,0.15,0.54,9.83,Standing
0.01,0.08,0.53,0.33,0.07,0.22,0.25,0.30,0.15,0.10,0.00,0.01,0.30,0.35,0.36,0,9.4,2.72,0.94,0.09,0.94,9.83,Standing
0.01,0.08,0.25,0.39,0.28,0.24,0.17,0.21,0.18,0.21,0.01,0.06,0.35,0.35,0.25,0,9.42,2.69,0.86,0.09,0.86,9.83,Standing
0.00,0.01,0.03,0.36,0.61,0.08,0.18,0.32,0.16,0.28,0.02,0.11,0.30,0.41,0.19,0,9.45,2.66,0.73,0.08,0.73,9.84,Standing
0.00,0.02,0.38,0.43,0.19,0.20,0.32,0.31,0.14,0.06,0.00,0.00,0.08,0.44,0.49,0,9.4,2.74,0.87,0.06,0.87,9.84,Standing
0.02,0.17,0.46,0.23,0.15,0.35,0.23,0.16,0.14,0.14,0.04,0.04,0.20,0.24,0.50,0,9.4,2.72,0.96,0.09,0.96,9.83,Standing
0.48,0.45,0.07,0.00,0.01,0.05,0.06,0.09,0.15,0.68,1.00,0.00,0.00,0.00,0.00,0,9.52,2.09,1.39,0.09,1.39,9.84,Standing
0.38,0.44,0.16,0.03,0.01,0.18,0.12,0.23,0.10,0.38,0.48,0.23,0.28,0.03,0.01,0,9.47,2.37,1.32,0.13,1.32,9.85,Standing
0.35,0.64,0.02,0.00,0.00,0.10,0.15,0.40,0.24,0.13,0.11,0.58,0.30,0.03,0.00,0,9.43,2.48,1.33,0.06,1.33,9.84,Standing
0.25,0.37,0.02,0.00,0.00,0.08,0.09,0.14,0.16,0.15,0.17,0.36,0.07,0.02,0.01,0,5.85,1.52,1.38,3.59,1.38,6.11,Standing
0.00,0.04,0.24,0.40,0.34,0.18,0.31,0.16,0.13,0.12,0.23,0.27,0.16,0.21,0.15,0,9.76,-0.57,7.25,8.01,7.25,14.36,Walking
0.00,0.04,0.32,0.44,0.23,0.25,0.17,0.13,0.16,0.20,0.28,0.26,0.21,0.09,0.18,0,9.9,-0.98,7.39,9.42,7.39,15.48,Walking
0.12,0.24,0.24,0.22,0.19,0.17,0.23,0.17,0.19,0.13,0.21,0.13,0.22,0.23,0.23,0,10.71,0.44,10.49,8.13,10.49,16.78,Walking
0.17,0.23,0.19,0.26,0.17,0.17,0.25,0.20,0.20,0.15,0.24,0.21,0.20,0.19,0.18,0,10.37,-0.1,11.29,7.83,11.29,16.8,Walking
0.19,0.20,0.28,0.22,0.13,0.17,0.21,0.19,0.20,0.17,0.25,0.17,0.24,0.18,0.19,0,10.76,-0.65,10.68,8.02,10.68,16.6,Walking
0.18,0.20,0.21,0.24,0.19,0.18,0.24,0.21,0.23,0.09,0.18,0.21,0.17,0.24,0.21,0,9.81,0.67,11.15,8.04,11.15,16.59,Walking
0.20,0.23,0.25,0.16,0.18,0.21,0.22,0.21,0.18,0.16,0.17,0.25,0.21,0.18,0.21,0,9.6,0.47,11.42,8.18,11.42,16.59,Walking
0.21,0.18,0.22,0.19,0.22,0.22,0.24,0.20,0.19,0.11,0.17,0.19,0.21,0.21,0.24,0,8.99,0.61,11.36,8.64,11.36,16.25,Walking
